Recall;Precision
0.9773482959268496;0.03909880700004157
0.6768495428096426;0.04412920358778419
0.5708645054031588;0.04529789093547483
0.4474231088944306;0.047707682421502806
0.3187863674147963;0.05120331119196235
0.18391521197007482;0.054914370811615786
0.08873649210307565;0.06534047436878347
0.046342477140482126;0.08120903131828114
0.02493765586034913;0.0949367088607595
0.00831255195344971;0.10610079575596817
0.0;0.0
