Recall;Precision
0.9773482959268496;0.03909880700004157
0.7121778886118039;0.046539103983052
0.5600581878636741;0.04831307590262092
0.3628428927680798;0.054482478859175586
0.1891105569409809;0.06215846994535519
0.06733167082294264;0.08490566037735849
0.01142975893599335;0.11578947368421053
0.00041562759767248546;0.2857142857142857
0.0;0.0
0.0;0.0
0.0;0.0
